"","Country.Code","datatopic","percountry_indicators"
"87","AFG","Economic Policy & Debt: Official development assistance",59
"88","AFG","Economic Policy & Debt: Purchasing power parity",13
"89","AFG","Education: Efficiency",21
"90","AFG","Education: Inputs",27
"91","AFG","Education: Outcomes",43
"92","AFG","Education: Participation",44
"93","AFG","Employment and Time Use",1
"94","AFG","Environment: Agricultural production",11
"95","AFG","Environment: Biodiversity & protected areas",6
"96","AFG","Environment: Density & urbanization",12
"97","AFG","Environment: Emissions",5
"98","AFG","Environment: Energy production & use",9
"99","AFG","Environment: Freshwater",9
"100","AFG","Environment: Land use",23
"101","AFG","Environment: Natural resources contribution to GDP",6
"102","AFG","Financial Sector: Access",14
"103","AFG","Financial Sector: Assets",11
"104","AFG","Financial Sector: Exchange rates & prices",8
"105","AFG","Financial Sector: Interest rates",2
"106","AFG","Financial Sector: Monetary holdings (liabilities)",4
"107","AFG","Gender: Agency",2
"108","AFG","Gender: Health",7
"109","AFG","Gender: Public life & decision making",2
"110","AFG","Health",2
"111","AFG","Health: Disease prevention",22
"112","AFG","Health: Health systems",22
"113","AFG","Health: Mortality",39
"114","AFG","Health: Nutrition",25
"115","AFG","Health: Population: Dynamics",12
"116","AFG","Health: Population: Structure",58
"117","AFG","Health: Reproductive health",16
"118","AFG","Health: Risk factors",29
"119","AFG","Health: Universal Health Coverage",12
"120","AFG","Infrastructure: Communications",13
"121","AFG","Infrastructure: Technology",4
"122","AFG","Infrastructure: Transportation",3
"123","AFG","Poverty: Poverty rates",2
"124","AFG","Private Sector & Trade: Business environment",53
"125","AFG","Private Sector & Trade: Exports",23
"126","AFG","Private Sector & Trade: Imports",23
"127","AFG","Private Sector & Trade: Private infrastructure investment",3
"128","AFG","Private Sector & Trade: Total merchandise trade",1
"129","AFG","Private Sector & Trade: Trade facilitation",16
"130","AFG","Private Sector & Trade: Trade price indices",2
"131","AFG","Private Sector & Trade: Travel & tourism",8
"132","AFG","Public Sector: Conflict & fragility",7
"133","AFG","Public Sector: Defense & arms trade",8
"134","AFG","Public Sector: Government finance",1
"135","AFG","Public Sector: Government finance: Deficit & financing",8
"136","AFG","Public Sector: Government finance: Expense",13
"137","AFG","Public Sector: Government finance: Revenue",22
"138","AFG","Public Sector: Policy & institutions",72
"139","AFG","Social Protection & Labor: Economic activity",62
"140","AFG","Social Protection & Labor: Labor force structure",28
"141","AFG","Social Protection & Labor: Migration",5
"142","AFG","Social Protection & Labor: Performance",19
"143","AFG","Social Protection & Labor: Unemployment",27
"144","AFG","Trade",30
"145","AGO","",40
"146","AGO","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"147","AGO","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"148","AGO","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"149","AGO","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"150","AGO","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"151","AGO","Economic Policy & Debt: External debt: Debt outstanding",10
"152","AGO","Economic Policy & Debt: External debt: Debt ratios & other items",10
"153","AGO","Economic Policy & Debt: External debt: Debt service",5
"154","AGO","Economic Policy & Debt: External debt: Net flows",18
"155","AGO","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"156","AGO","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"157","AGO","Economic Policy & Debt: National accounts: Growth rates",16
"158","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",6
"159","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"160","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"161","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"162","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"163","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"164","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"165","AGO","Economic Policy & Debt: National accounts: Shares of GDP & other",20
"166","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"167","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"168","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"169","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"170","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"171","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"172","AGO","Economic Policy & Debt: Official development assistance",56
"173","AGO","Economic Policy & Debt: Purchasing power parity",13
"174","AGO","Education: Efficiency",21
"175","AGO","Education: Inputs",40
"176","AGO","Education: Outcomes",40
"177","AGO","Education: Participation",44
"178","AGO","Employment and Time Use",1
"179","AGO","Environment: Agricultural production",10
"180","AGO","Environment: Biodiversity & protected areas",7
"181","AGO","Environment: Density & urbanization",12
"182","AGO","Environment: Emissions",5
"183","AGO","Environment: Energy production & use",27
"184","AGO","Environment: Freshwater",9
"185","AGO","Environment: Land use",22
"186","AGO","Environment: Natural resources contribution to GDP",6
"187","AGO","Financial Sector: Access",14
"188","AGO","Financial Sector: Assets",14
"189","AGO","Financial Sector: Exchange rates & prices",9
"190","AGO","Financial Sector: Interest rates",5
"191","AGO","Financial Sector: Monetary holdings (liabilities)",4
"192","AGO","Gender: Agency",2
"193","AGO","Gender: Health",7
"194","AGO","Gender: Public life & decision making",3
"195","AGO","Health",2
"196","AGO","Health: Disease prevention",19
"197","AGO","Health: Health systems",20
"198","AGO","Health: Mortality",39
"199","AGO","Health: Nutrition",26
"200","AGO","Health: Population: Dynamics",12
"201","AGO","Health: Population: Structure",58
"202","AGO","Health: Reproductive health",16
"203","AGO","Health: Risk factors",28
"204","AGO","Health: Universal Health Coverage",12
"205","AGO","Infrastructure: Communications",15
"206","AGO","Infrastructure: Technology",11
"207","AGO","Infrastructure: Transportation",5
"208","AGO","Poverty: Income distribution",9
"209","AGO","Poverty: Poverty rates",10
"210","AGO","Poverty: Shared prosperity",1
"211","AGO","Private Sector & Trade: Business environment",51
"212","AGO","Private Sector & Trade: Exports",23
"213","AGO","Private Sector & Trade: Imports",23
"214","AGO","Private Sector & Trade: Private infrastructure investment",5
"215","AGO","Private Sector & Trade: Total merchandise trade",1
"216","AGO","Private Sector & Trade: Trade facilitation",16
"217","AGO","Private Sector & Trade: Trade price indices",2
"218","AGO","Private Sector & Trade: Travel & tourism",10
"219","AGO","Public Sector: Conflict & fragility",3
"220","AGO","Public Sector: Defense & arms trade",8
"221","AGO","Public Sector: Government finance",1
"222","AGO","Public Sector: Government finance: Deficit & financing",8
"223","AGO","Public Sector: Government finance: Expense",13
"224","AGO","Public Sector: Government finance: Revenue",22
"225","AGO","Public Sector: Policy & institutions",72
"226","AGO","Social Protection & Labor: Economic activity",62
"227","AGO","Social Protection & Labor: Labor force structure",28
"228","AGO","Social Protection & Labor: Migration",5
"229","AGO","Social Protection & Labor: Performance",23
"230","AGO","Social Protection & Labor: Unemployment",27
"231","AGO","Trade",30
"232","ALB","",43
"233","ALB","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"234","ALB","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"235","ALB","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"236","ALB","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"237","ALB","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"238","ALB","Economic Policy & Debt: External debt: Debt outstanding",10
"239","ALB","Economic Policy & Debt: External debt: Debt ratios & other items",10
"240","ALB","Economic Policy & Debt: External debt: Debt service",5
"241","ALB","Economic Policy & Debt: External debt: Net flows",19
"242","ALB","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"243","ALB","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"244","ALB","Economic Policy & Debt: National accounts: Growth rates",16
"245","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"246","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"247","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"248","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"249","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"250","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"251","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"252","ALB","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"253","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"254","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"255","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"256","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"257","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"258","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"259","ALB","Economic Policy & Debt: Official development assistance",60
"260","ALB","Economic Policy & Debt: Purchasing power parity",13
"261","ALB","Education: Efficiency",21
"262","ALB","Education: Inputs",41
"263","ALB","Education: Outcomes",43
"264","ALB","Education: Participation",44
"265","ALB","Employment and Time Use",1
"266","ALB","Environment: Agricultural production",11
"267","ALB","Environment: Biodiversity & protected areas",7
"268","ALB","Environment: Density & urbanization",10
"269","ALB","Environment: Emissions",5
"270","ALB","Environment: Energy production & use",27
"271","ALB","Environment: Freshwater",9
"272","ALB","Environment: Land use",23
"273","ALB","Environment: Natural resources contribution to GDP",6
"274","ALB","Financial Sector: Access",14
"275","ALB","Financial Sector: Assets",14
"276","ALB","Financial Sector: Exchange rates & prices",9
"277","ALB","Financial Sector: Interest rates",5
"278","ALB","Financial Sector: Monetary holdings (liabilities)",4
"279","ALB","Gender: Agency",2
"280","ALB","Gender: Health",6
"281","ALB","Gender: Participation & access",2
"282","ALB","Gender: Public life & decision making",3
"283","ALB","Health",2
"284","ALB","Health: Disease prevention",19
"285","ALB","Health: Health systems",22
"286","ALB","Health: Mortality",39
"287","ALB","Health: Nutrition",25
"288","ALB","Health: Population: Dynamics",13
"289","ALB","Health: Population: Structure",58
"290","ALB","Health: Reproductive health",16
"291","ALB","Health: Risk factors",27
"292","ALB","Health: Universal Health Coverage",12
"293","ALB","Infrastructure: Communications",15
"294","ALB","Infrastructure: Technology",13
"295","ALB","Infrastructure: Transportation",8
"296","ALB","Poverty: Income distribution",9
"297","ALB","Poverty: Poverty rates",10
"298","ALB","Poverty: Shared prosperity",5
"299","ALB","Private Sector & Trade: Business environment",54
"300","ALB","Private Sector & Trade: Exports",23
"301","ALB","Private Sector & Trade: Imports",23
"302","ALB","Private Sector & Trade: Private infrastructure investment",7
"303","ALB","Private Sector & Trade: Total merchandise trade",1
"304","ALB","Private Sector & Trade: Trade facilitation",16
"305","ALB","Private Sector & Trade: Trade price indices",2
"306","ALB","Private Sector & Trade: Travel & tourism",10
"307","ALB","Public Sector: Conflict & fragility",5
"308","ALB","Public Sector: Defense & arms trade",8
"309","ALB","Public Sector: Government finance",1
"310","ALB","Public Sector: Government finance: Deficit & financing",10
"311","ALB","Public Sector: Government finance: Expense",13
"312","ALB","Public Sector: Government finance: Revenue",22
"313","ALB","Public Sector: Policy & institutions",71
"314","ALB","Social Protection & Labor: Economic activity",74
"315","ALB","Social Protection & Labor: Labor force structure",28
"316","ALB","Social Protection & Labor: Migration",5
"317","ALB","Social Protection & Labor: Performance",27
"318","ALB","Social Protection & Labor: Unemployment",27
"319","ALB","Trade",30
"320","AND","",5
"321","AND","Economic Policy & Debt: Balance of payments: Capital & financial account",7
"322","AND","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"323","AND","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"324","AND","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"325","AND","Economic Policy & Debt: National accounts: Adjusted savings & income",8
"326","AND","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"327","AND","Economic Policy & Debt: National accounts: Growth rates",6
"328","AND","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"329","AND","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"330","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",9
"331","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",1
"332","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"333","AND","Economic Policy & Debt: National accounts: Shares of GDP & other",4
"334","AND","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",3
"335","AND","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"336","AND","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",7
"337","AND","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"338","AND","Economic Policy & Debt: Purchasing power parity",11
"339","AND","Education: Efficiency",12
"340","AND","Education: Inputs",39
"341","AND","Education: Outcomes",33
"342","AND","Education: Participation",35
"343","AND","Environment: Agricultural production",1
"344","AND","Environment: Biodiversity & protected areas",6
"345","AND","Environment: Density & urbanization",7
"346","AND","Environment: Emissions",5
"347","AND","Environment: Energy production & use",9
"348","AND","Environment: Freshwater",2
"349","AND","Environment: Land use",20
"350","AND","Environment: Natural resources contribution to GDP",3
"351","AND","Financial Sector: Exchange rates & prices",6
"352","AND","Gender: Public life & decision making",1
"353","AND","Health: Disease prevention",15
"354","AND","Health: Health systems",19
"355","AND","Health: Mortality",21
"356","AND","Health: Nutrition",5
"357","AND","Health: Population: Dynamics",10
"358","AND","Health: Population: Structure",58
"359","AND","Health: Reproductive health",3
"360","AND","Health: Risk factors",11
"361","AND","Health: Universal Health Coverage",1
"362","AND","Infrastructure: Communications",15
"363","AND","Infrastructure: Technology",7
"364","AND","Private Sector & Trade: Exports",11
"365","AND","Private Sector & Trade: Imports",11
"366","AND","Private Sector & Trade: Total merchandise trade",1
"367","AND","Private Sector & Trade: Trade price indices",2
"368","AND","Private Sector & Trade: Travel & tourism",9
"369","AND","Public Sector: Conflict & fragility",3
"370","AND","Public Sector: Policy & institutions",42
"371","AND","Social Protection & Labor: Labor force structure",2
"372","AND","Social Protection & Labor: Migration",4
"373","AND","Trade",5
"374","ARE","",41
"375","ARE","Economic Policy & Debt: Balance of payments: Capital & financial account",4
"376","ARE","Economic Policy & Debt: Balance of payments: Reserves & other items",4
"377","ARE","Economic Policy & Debt: National accounts: Adjusted savings & income",21
"378","ARE","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"379","ARE","Economic Policy & Debt: National accounts: Growth rates",16
"380","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"381","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"382","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"383","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"384","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",8
"385","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"386","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"387","ARE","Economic Policy & Debt: National accounts: Shares of GDP & other",23
"388","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",4
"389","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",8
"390","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"391","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",6
"392","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"393","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"394","ARE","Economic Policy & Debt: Official development assistance",29
"395","ARE","Economic Policy & Debt: Purchasing power parity",13
"396","ARE","Education: Efficiency",21
"397","ARE","Education: Inputs",39
"398","ARE","Education: Outcomes",49
"399","ARE","Education: Participation",44
"400","ARE","Employment and Time Use",1
"401","ARE","Environment: Agricultural production",11
"402","ARE","Environment: Biodiversity & protected areas",7
"403","ARE","Environment: Density & urbanization",11
"404","ARE","Environment: Emissions",5
"405","ARE","Environment: Energy production & use",27
"406","ARE","Environment: Freshwater",9
"407","ARE","Environment: Land use",22
"408","ARE","Environment: Natural resources contribution to GDP",6
"409","ARE","Financial Sector: Access",14
"410","ARE","Financial Sector: Assets",14
"411","ARE","Financial Sector: Capital markets",7
"412","ARE","Financial Sector: Exchange rates & prices",8
"413","ARE","Financial Sector: Monetary holdings (liabilities)",4
"414","ARE","Gender: Public life & decision making",1
"415","ARE","Health",2
"416","ARE","Health: Disease prevention",15
"417","ARE","Health: Health systems",20
"418","ARE","Health: Mortality",39
"419","ARE","Health: Nutrition",7
"420","ARE","Health: Population: Dynamics",10
"421","ARE","Health: Population: Structure",58
"422","ARE","Health: Reproductive health",11
"423","ARE","Health: Risk factors",19
"424","ARE","Health: Universal Health Coverage",2
"425","ARE","Infrastructure: Communications",13
"426","ARE","Infrastructure: Technology",13
"427","ARE","Infrastructure: Transportation",7
"428","ARE","Poverty: Income distribution",9
"429","ARE","Poverty: Poverty rates",7
"430","ARE","Poverty: Shared prosperity",5
"431","ARE","Private Sector & Trade: Business environment",31
"432","ARE","Private Sector & Trade: Exports",17
"433","ARE","Private Sector & Trade: Imports",17
"434","ARE","Private Sector & Trade: Private infrastructure investment",2
"435","ARE","Private Sector & Trade: Total merchandise trade",1
"436","ARE","Private Sector & Trade: Trade facilitation",16
"437","ARE","Private Sector & Trade: Trade price indices",2
"438","ARE","Private Sector & Trade: Travel & tourism",4
"439","ARE","Public Sector: Conflict & fragility",5
"440","ARE","Public Sector: Defense & arms trade",8
"441","ARE","Public Sector: Government finance: Deficit & financing",10
"442","ARE","Public Sector: Government finance: Expense",13
"443","ARE","Public Sector: Government finance: Revenue",15
"444","ARE","Public Sector: Policy & institutions",51
"445","ARE","Social Protection & Labor: Economic activity",41
"446","ARE","Social Protection & Labor: Labor force structure",28
"447","ARE","Social Protection & Labor: Migration",5
"448","ARE","Social Protection & Labor: Unemployment",27
"449","ARE","Trade",30
"450","ARG","",43
"451","ARG","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"452","ARG","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"453","ARG","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"454","ARG","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"455","ARG","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"456","ARG","Economic Policy & Debt: External debt: Debt outstanding",9
"457","ARG","Economic Policy & Debt: External debt: Debt ratios & other items",10
"458","ARG","Economic Policy & Debt: External debt: Debt service",5
"459","ARG","Economic Policy & Debt: External debt: Net flows",18
"460","ARG","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"461","ARG","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"462","ARG","Economic Policy & Debt: National accounts: Growth rates",16
"463","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"464","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"465","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"466","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"467","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"468","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"469","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"470","ARG","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"471","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"472","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"473","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"474","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"475","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"476","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"477","ARG","Economic Policy & Debt: Official development assistance",57
"478","ARG","Economic Policy & Debt: Purchasing power parity",13
"479","ARG","Education: Efficiency",18
"480","ARG","Education: Inputs",27
"481","ARG","Education: Outcomes",37
"482","ARG","Education: Participation",44
"483","ARG","Employment and Time Use",1
"484","ARG","Environment: Agricultural production",11
"485","ARG","Environment: Biodiversity & protected areas",7
"486","ARG","Environment: Density & urbanization",12
"487","ARG","Environment: Emissions",5
"488","ARG","Environment: Energy production & use",27
"489","ARG","Environment: Freshwater",9
"490","ARG","Environment: Land use",24
"491","ARG","Environment: Natural resources contribution to GDP",6
"492","ARG","Financial Sector: Access",13
"493","ARG","Financial Sector: Assets",13
"494","ARG","Financial Sector: Capital markets",7
"495","ARG","Financial Sector: Exchange rates & prices",6
"496","ARG","Financial Sector: Interest rates",4
"497","ARG","Financial Sector: Monetary holdings (liabilities)",4
"498","ARG","Gender: Agency",2
"499","ARG","Gender: Participation & access",2
"500","ARG","Gender: Public life & decision making",1
"501","ARG","Health",2
"502","ARG","Health: Disease prevention",16
"503","ARG","Health: Health systems",21
"504","ARG","Health: Mortality",39
"505","ARG","Health: Nutrition",24
"506","ARG","Health: Population: Dynamics",10
"507","ARG","Health: Population: Structure",58
"508","ARG","Health: Reproductive health",12
"509","ARG","Health: Risk factors",24
"510","ARG","Health: Universal Health Coverage",6
"511","ARG","Infrastructure: Communications",15
"512","ARG","Infrastructure: Technology",13
"513","ARG","Infrastructure: Transportation",8
"514","ARG","Poverty: Income distribution",9
"515","ARG","Poverty: Poverty rates",10
"516","ARG","Poverty: Shared prosperity",5
"517","ARG","Private Sector & Trade: Business environment",54
"518","ARG","Private Sector & Trade: Exports",23
"519","ARG","Private Sector & Trade: Imports",23
"520","ARG","Private Sector & Trade: Private infrastructure investment",8
"521","ARG","Private Sector & Trade: Total merchandise trade",1
"522","ARG","Private Sector & Trade: Trade facilitation",16
"523","ARG","Private Sector & Trade: Trade price indices",2
"524","ARG","Private Sector & Trade: Travel & tourism",10
"525","ARG","Public Sector: Conflict & fragility",4
"526","ARG","Public Sector: Defense & arms trade",8
"527","ARG","Public Sector: Government finance",1
"528","ARG","Public Sector: Government finance: Deficit & financing",8
