"","Country.Code","datatopic","percountry_indicators"
"65","AFG","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"66","AFG","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"67","AFG","Economic Policy & Debt: External debt: Debt outstanding",9
"68","AFG","Economic Policy & Debt: External debt: Debt ratios & other items",9
"69","AFG","Economic Policy & Debt: External debt: Debt service",5
"70","AFG","Economic Policy & Debt: External debt: Net flows",10
"71","AFG","Economic Policy & Debt: National accounts: Adjusted savings & income",21
"72","AFG","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"73","AFG","Economic Policy & Debt: National accounts: Growth rates",15
"74","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",6
"75","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"76","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"77","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"78","AFG","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"79","AFG","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"80","AFG","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"81","AFG","Economic Policy & Debt: National accounts: Shares of GDP & other",20
"82","AFG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"83","AFG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"84","AFG","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"85","AFG","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"86","AFG","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"87","AFG","Economic Policy & Debt: Official development assistance",59
"88","AFG","Economic Policy & Debt: Purchasing power parity",13
"89","AFG","Education: Efficiency",21
"90","AFG","Education: Inputs",27
"91","AFG","Education: Outcomes",42
"92","AFG","Education: Participation",44
"93","AFG","Employment and Time Use",1
"94","AFG","Environment: Agricultural production",11
"95","AFG","Environment: Biodiversity & protected areas",6
"96","AFG","Environment: Density & urbanization",12
"97","AFG","Environment: Emissions",46
"98","AFG","Environment: Energy production & use",17
"99","AFG","Environment: Freshwater",9
"100","AFG","Environment: Land use",23
"101","AFG","Environment: Natural resources contribution to GDP",6
"102","AFG","Financial Sector: Access",14
"103","AFG","Financial Sector: Assets",11
"104","AFG","Financial Sector: Exchange rates & prices",8
"105","AFG","Financial Sector: Interest rates",2
"106","AFG","Financial Sector: Monetary holdings (liabilities)",4
"107","AFG","Gender: Agency",2
"108","AFG","Gender: Health",7
"109","AFG","Gender: Public life & decision making",2
"110","AFG","Health",2
"111","AFG","Health: Disease prevention",25
"112","AFG","Health: Health systems",22
"113","AFG","Health: Mortality",39
"114","AFG","Health: Nutrition",29
"115","AFG","Health: Population: Dynamics",12
"116","AFG","Health: Population: Structure",58
"117","AFG","Health: Reproductive health",16
"118","AFG","Health: Risk factors",29
"119","AFG","Health: Universal Health Coverage",6
"120","AFG","Infrastructure: Communications",13
"121","AFG","Infrastructure: Technology",4
"122","AFG","Infrastructure: Transportation",3
"123","AFG","Poverty: Poverty rates",2
"124","AFG","Private Sector & Trade: Business environment",24
"125","AFG","Private Sector & Trade: Exports",23
"126","AFG","Private Sector & Trade: Imports",23
"127","AFG","Private Sector & Trade: Private infrastructure investment",3
"128","AFG","Private Sector & Trade: Total merchandise trade",1
"129","AFG","Private Sector & Trade: Trade facilitation",8
"130","AFG","Private Sector & Trade: Trade price indices",2
"131","AFG","Private Sector & Trade: Travel & tourism",8
"132","AFG","Public Sector: Conflict & fragility",6
"133","AFG","Public Sector: Defense & arms trade",8
"134","AFG","Public Sector: Government finance",1
"135","AFG","Public Sector: Government finance: Deficit & financing",8
"136","AFG","Public Sector: Government finance: Expense",13
"137","AFG","Public Sector: Government finance: Revenue",22
"138","AFG","Public Sector: Policy & institutions",72
"139","AFG","Social Protection & Labor: Economic activity",62
"140","AFG","Social Protection & Labor: Labor force structure",28
"141","AFG","Social Protection & Labor: Migration",9
"142","AFG","Social Protection & Labor: Unemployment",27
"143","AFG","Trade",24
"144","AFG",NA,19
"145","AGO","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"146","AGO","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"147","AGO","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"148","AGO","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"149","AGO","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"150","AGO","Economic Policy & Debt: External debt: Debt outstanding",10
"151","AGO","Economic Policy & Debt: External debt: Debt ratios & other items",11
"152","AGO","Economic Policy & Debt: External debt: Debt service",5
"153","AGO","Economic Policy & Debt: External debt: Net flows",18
"154","AGO","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"155","AGO","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"156","AGO","Economic Policy & Debt: National accounts: Growth rates",16
"157","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",6
"158","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"159","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"160","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"161","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"162","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"163","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"164","AGO","Economic Policy & Debt: National accounts: Shares of GDP & other",20
"165","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"166","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"167","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"168","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"169","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"170","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"171","AGO","Economic Policy & Debt: Official development assistance",56
"172","AGO","Economic Policy & Debt: Purchasing power parity",13
"173","AGO","Education: Efficiency",21
"174","AGO","Education: Inputs",40
"175","AGO","Education: Outcomes",40
"176","AGO","Education: Participation",44
"177","AGO","Employment and Time Use",1
"178","AGO","Environment: Agricultural production",10
"179","AGO","Environment: Biodiversity & protected areas",7
"180","AGO","Environment: Density & urbanization",12
"181","AGO","Environment: Emissions",45
"182","AGO","Environment: Energy production & use",27
"183","AGO","Environment: Freshwater",9
"184","AGO","Environment: Land use",22
"185","AGO","Environment: Natural resources contribution to GDP",6
"186","AGO","Financial Sector: Access",14
"187","AGO","Financial Sector: Assets",14
"188","AGO","Financial Sector: Exchange rates & prices",9
"189","AGO","Financial Sector: Interest rates",5
"190","AGO","Financial Sector: Monetary holdings (liabilities)",4
"191","AGO","Gender: Agency",2
"192","AGO","Gender: Health",7
"193","AGO","Gender: Public life & decision making",3
"194","AGO","Health",2
"195","AGO","Health: Disease prevention",19
"196","AGO","Health: Health systems",20
"197","AGO","Health: Mortality",39
"198","AGO","Health: Nutrition",30
"199","AGO","Health: Population: Dynamics",12
"200","AGO","Health: Population: Structure",58
"201","AGO","Health: Reproductive health",15
"202","AGO","Health: Risk factors",28
"203","AGO","Health: Universal Health Coverage",10
"204","AGO","Infrastructure: Communications",15
"205","AGO","Infrastructure: Technology",11
"206","AGO","Infrastructure: Transportation",5
"207","AGO","Poverty: Income distribution",9
"208","AGO","Poverty: Poverty rates",10
"209","AGO","Poverty: Shared prosperity",1
"210","AGO","Private Sector & Trade: Business environment",33
"211","AGO","Private Sector & Trade: Exports",23
"212","AGO","Private Sector & Trade: Imports",23
"213","AGO","Private Sector & Trade: Private infrastructure investment",6
"214","AGO","Private Sector & Trade: Total merchandise trade",1
"215","AGO","Private Sector & Trade: Trade facilitation",8
"216","AGO","Private Sector & Trade: Trade price indices",2
"217","AGO","Private Sector & Trade: Travel & tourism",10
"218","AGO","Public Sector: Conflict & fragility",3
"219","AGO","Public Sector: Defense & arms trade",8
"220","AGO","Public Sector: Government finance",1
"221","AGO","Public Sector: Government finance: Deficit & financing",8
"222","AGO","Public Sector: Government finance: Expense",13
"223","AGO","Public Sector: Government finance: Revenue",22
"224","AGO","Public Sector: Policy & institutions",72
"225","AGO","Social Protection & Labor: Economic activity",62
"226","AGO","Social Protection & Labor: Labor force structure",28
"227","AGO","Social Protection & Labor: Migration",8
"228","AGO","Social Protection & Labor: Unemployment",27
"229","AGO","Trade",24
"230","AGO",NA,23
"231","ALB","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"232","ALB","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"233","ALB","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"234","ALB","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"235","ALB","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"236","ALB","Economic Policy & Debt: External debt: Debt outstanding",10
"237","ALB","Economic Policy & Debt: External debt: Debt ratios & other items",11
"238","ALB","Economic Policy & Debt: External debt: Debt service",5
"239","ALB","Economic Policy & Debt: External debt: Net flows",19
"240","ALB","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"241","ALB","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"242","ALB","Economic Policy & Debt: National accounts: Growth rates",16
"243","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"244","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"245","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"246","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"247","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"248","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"249","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"250","ALB","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"251","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"252","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"253","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"254","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"255","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"256","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"257","ALB","Economic Policy & Debt: Official development assistance",60
"258","ALB","Economic Policy & Debt: Purchasing power parity",13
"259","ALB","Education: Efficiency",21
"260","ALB","Education: Inputs",41
"261","ALB","Education: Outcomes",43
"262","ALB","Education: Participation",44
"263","ALB","Employment and Time Use",1
"264","ALB","Environment: Agricultural production",11
"265","ALB","Environment: Biodiversity & protected areas",7
"266","ALB","Environment: Density & urbanization",10
"267","ALB","Environment: Emissions",48
"268","ALB","Environment: Energy production & use",27
"269","ALB","Environment: Freshwater",9
"270","ALB","Environment: Land use",23
"271","ALB","Environment: Natural resources contribution to GDP",6
"272","ALB","Financial Sector: Access",14
"273","ALB","Financial Sector: Assets",14
"274","ALB","Financial Sector: Exchange rates & prices",9
"275","ALB","Financial Sector: Interest rates",5
"276","ALB","Financial Sector: Monetary holdings (liabilities)",4
"277","ALB","Gender: Agency",2
"278","ALB","Gender: Health",6
"279","ALB","Gender: Participation & access",2
"280","ALB","Gender: Public life & decision making",3
"281","ALB","Health",2
"282","ALB","Health: Disease prevention",19
"283","ALB","Health: Health systems",22
"284","ALB","Health: Mortality",39
"285","ALB","Health: Nutrition",29
"286","ALB","Health: Population: Dynamics",13
"287","ALB","Health: Population: Structure",58
"288","ALB","Health: Reproductive health",15
"289","ALB","Health: Risk factors",27
"290","ALB","Health: Universal Health Coverage",10
"291","ALB","Infrastructure: Communications",15
"292","ALB","Infrastructure: Technology",13
"293","ALB","Infrastructure: Transportation",8
"294","ALB","Poverty: Income distribution",9
"295","ALB","Poverty: Poverty rates",10
"296","ALB","Poverty: Shared prosperity",5
"297","ALB","Private Sector & Trade: Business environment",28
"298","ALB","Private Sector & Trade: Exports",23
"299","ALB","Private Sector & Trade: Imports",23
"300","ALB","Private Sector & Trade: Private infrastructure investment",7
"301","ALB","Private Sector & Trade: Total merchandise trade",1
"302","ALB","Private Sector & Trade: Trade facilitation",8
"303","ALB","Private Sector & Trade: Trade price indices",2
"304","ALB","Private Sector & Trade: Travel & tourism",10
"305","ALB","Public Sector: Conflict & fragility",5
"306","ALB","Public Sector: Defense & arms trade",8
"307","ALB","Public Sector: Government finance",1
"308","ALB","Public Sector: Government finance: Deficit & financing",10
"309","ALB","Public Sector: Government finance: Expense",13
"310","ALB","Public Sector: Government finance: Revenue",22
"311","ALB","Public Sector: Policy & institutions",71
"312","ALB","Social Protection & Labor: Economic activity",74
"313","ALB","Social Protection & Labor: Labor force structure",28
"314","ALB","Social Protection & Labor: Migration",8
"315","ALB","Social Protection & Labor: Unemployment",27
"316","ALB","Trade",24
"317","ALB",NA,25
"318","AND","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"319","AND","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"320","AND","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"321","AND","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"322","AND","Economic Policy & Debt: National accounts: Adjusted savings & income",8
"323","AND","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"324","AND","Economic Policy & Debt: National accounts: Growth rates",6
"325","AND","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"326","AND","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"327","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",9
"328","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",1
"329","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"330","AND","Economic Policy & Debt: National accounts: Shares of GDP & other",4
"331","AND","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",3
"332","AND","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"333","AND","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",7
"334","AND","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"335","AND","Economic Policy & Debt: Purchasing power parity",11
"336","AND","Education: Efficiency",12
"337","AND","Education: Inputs",39
"338","AND","Education: Outcomes",33
"339","AND","Education: Participation",35
"340","AND","Environment: Agricultural production",3
"341","AND","Environment: Biodiversity & protected areas",6
"342","AND","Environment: Density & urbanization",8
"343","AND","Environment: Emissions",10
"344","AND","Environment: Energy production & use",17
"345","AND","Environment: Freshwater",2
"346","AND","Environment: Land use",20
"347","AND","Environment: Natural resources contribution to GDP",3
"348","AND","Financial Sector: Access",1
"349","AND","Financial Sector: Exchange rates & prices",6
"350","AND","Gender: Public life & decision making",1
"351","AND","Health: Disease prevention",15
"352","AND","Health: Health systems",19
"353","AND","Health: Mortality",26
"354","AND","Health: Nutrition",5
"355","AND","Health: Population: Dynamics",10
"356","AND","Health: Population: Structure",58
"357","AND","Health: Reproductive health",7
"358","AND","Health: Risk factors",11
"359","AND","Health: Universal Health Coverage",8
"360","AND","Infrastructure: Communications",15
"361","AND","Infrastructure: Technology",7
"362","AND","Private Sector & Trade: Exports",11
"363","AND","Private Sector & Trade: Imports",11
"364","AND","Private Sector & Trade: Total merchandise trade",1
"365","AND","Private Sector & Trade: Trade price indices",2
"366","AND","Private Sector & Trade: Travel & tourism",9
"367","AND","Public Sector: Conflict & fragility",3
"368","AND","Public Sector: Government finance: Deficit & financing",6
"369","AND","Public Sector: Government finance: Expense",6
"370","AND","Public Sector: Government finance: Revenue",20
"371","AND","Public Sector: Policy & institutions",42
"372","AND","Social Protection & Labor: Labor force structure",2
"373","AND","Social Protection & Labor: Migration",5
"374","AND","Trade",5
"375","ARE","Economic Policy & Debt: Balance of payments: Capital & financial account",10
"376","ARE","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"377","ARE","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"378","ARE","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"379","ARE","Economic Policy & Debt: Balance of payments: Reserves & other items",5
"380","ARE","Economic Policy & Debt: National accounts: Adjusted savings & income",21
"381","ARE","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"382","ARE","Economic Policy & Debt: National accounts: Growth rates",16
"383","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"384","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"385","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"386","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"387","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",9
"388","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"389","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"390","ARE","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"391","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",4
"392","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",8
"393","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"394","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",7
"395","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"396","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"397","ARE","Economic Policy & Debt: Official development assistance",29
"398","ARE","Economic Policy & Debt: Purchasing power parity",13
"399","ARE","Education: Efficiency",21
"400","ARE","Education: Inputs",39
"401","ARE","Education: Outcomes",49
"402","ARE","Education: Participation",44
"403","ARE","Employment and Time Use",1
"404","ARE","Environment: Agricultural production",11
"405","ARE","Environment: Biodiversity & protected areas",7
"406","ARE","Environment: Density & urbanization",12
"407","ARE","Environment: Emissions",46
"408","ARE","Environment: Energy production & use",27
"409","ARE","Environment: Freshwater",9
"410","ARE","Environment: Land use",22
"411","ARE","Environment: Natural resources contribution to GDP",6
"412","ARE","Financial Sector: Access",14
"413","ARE","Financial Sector: Assets",14
"414","ARE","Financial Sector: Capital markets",7
"415","ARE","Financial Sector: Exchange rates & prices",8
"416","ARE","Financial Sector: Monetary holdings (liabilities)",4
"417","ARE","Gender: Public life & decision making",1
"418","ARE","Health",2
"419","ARE","Health: Disease prevention",16
"420","ARE","Health: Health systems",20
"421","ARE","Health: Mortality",39
"422","ARE","Health: Nutrition",7
"423","ARE","Health: Population: Dynamics",10
"424","ARE","Health: Population: Structure",58
"425","ARE","Health: Reproductive health",11
"426","ARE","Health: Risk factors",28
"427","ARE","Health: Universal Health Coverage",5
"428","ARE","Infrastructure: Communications",15
"429","ARE","Infrastructure: Technology",13
"430","ARE","Infrastructure: Transportation",7
"431","ARE","Poverty: Income distribution",9
"432","ARE","Poverty: Poverty rates",7
"433","ARE","Poverty: Shared prosperity",5
"434","ARE","Private Sector & Trade: Business environment",2
"435","ARE","Private Sector & Trade: Exports",22
"436","ARE","Private Sector & Trade: Imports",23
"437","ARE","Private Sector & Trade: Private infrastructure investment",2
"438","ARE","Private Sector & Trade: Total merchandise trade",1
"439","ARE","Private Sector & Trade: Trade facilitation",8
"440","ARE","Private Sector & Trade: Trade price indices",2
"441","ARE","Private Sector & Trade: Travel & tourism",4
"442","ARE","Public Sector: Conflict & fragility",5
"443","ARE","Public Sector: Defense & arms trade",8
"444","ARE","Public Sector: Government finance: Deficit & financing",10
"445","ARE","Public Sector: Government finance: Expense",13
"446","ARE","Public Sector: Government finance: Revenue",15
"447","ARE","Public Sector: Policy & institutions",51
"448","ARE","Social Protection & Labor: Economic activity",41
"449","ARE","Social Protection & Labor: Labor force structure",28
"450","ARE","Social Protection & Labor: Migration",8
"451","ARE","Social Protection & Labor: Unemployment",27
"452","ARE","Trade",24
"453","ARG","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"454","ARG","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"455","ARG","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"456","ARG","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"457","ARG","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"458","ARG","Economic Policy & Debt: External debt: Debt outstanding",9
"459","ARG","Economic Policy & Debt: External debt: Debt ratios & other items",11
"460","ARG","Economic Policy & Debt: External debt: Debt service",5
"461","ARG","Economic Policy & Debt: External debt: Net flows",18
"462","ARG","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"463","ARG","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"464","ARG","Economic Policy & Debt: National accounts: Growth rates",16
"465","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"466","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"467","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"468","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"469","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"470","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"471","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"472","ARG","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"473","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"474","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"475","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"476","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"477","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"478","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"479","ARG","Economic Policy & Debt: Official development assistance",57
"480","ARG","Economic Policy & Debt: Purchasing power parity",13
"481","ARG","Education: Efficiency",18
"482","ARG","Education: Inputs",27
"483","ARG","Education: Outcomes",37
"484","ARG","Education: Participation",44
"485","ARG","Employment and Time Use",1
"486","ARG","Environment: Agricultural production",11
"487","ARG","Environment: Biodiversity & protected areas",7
"488","ARG","Environment: Density & urbanization",12
"489","ARG","Environment: Emissions",48
"490","ARG","Environment: Energy production & use",27
"491","ARG","Environment: Freshwater",9
"492","ARG","Environment: Land use",24
"493","ARG","Environment: Natural resources contribution to GDP",6
"494","ARG","Financial Sector: Access",13
"495","ARG","Financial Sector: Assets",14
"496","ARG","Financial Sector: Capital markets",7
"497","ARG","Financial Sector: Exchange rates & prices",7
"498","ARG","Financial Sector: Interest rates",4
"499","ARG","Financial Sector: Monetary holdings (liabilities)",4
"500","ARG","Gender: Agency",2
"501","ARG","Gender: Participation & access",2
"502","ARG","Gender: Public life & decision making",1
"503","ARG","Health",2
"504","ARG","Health: Disease prevention",16
"505","ARG","Health: Health systems",21
"506","ARG","Health: Mortality",39
"507","ARG","Health: Nutrition",28
"508","ARG","Health: Population: Dynamics",10
"509","ARG","Health: Population: Structure",58
"510","ARG","Health: Reproductive health",12
"511","ARG","Health: Risk factors",28
"512","ARG","Health: Universal Health Coverage",10
"513","ARG","Infrastructure: Communications",15
"514","ARG","Infrastructure: Technology",13
"515","ARG","Infrastructure: Transportation",8
"516","ARG","Poverty: Income distribution",9
"517","ARG","Poverty: Poverty rates",10
"518","ARG","Poverty: Shared prosperity",5
"519","ARG","Private Sector & Trade: Business environment",26
"520","ARG","Private Sector & Trade: Exports",23
"521","ARG","Private Sector & Trade: Imports",23
"522","ARG","Private Sector & Trade: Private infrastructure investment",8
"523","ARG","Private Sector & Trade: Total merchandise trade",1
